,AGN,BA,BABA,BAC,BMY,BP,BUD,C,CHL,CVS,CVX,DIS,GE,HD,HSBC,IBM,JNJ,JPM,KO,LFC,LLY,MA,MCD,MDT,MO,MRK,NTT,NVO,NVS,ORCL,PEP,PFE,PG,PM,PTR,RAI,SLB,SNY,T,TM,TOT,TSM,UL,UN,UNH,V,VZ,WFC,WMT,XOM
2014-08-17,-1,1,1,-4,0,0,0,-1,0,0,0,4,0,5,0,0,1,-1,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,-1,0,0,0,0,0,0,-1,0,-1,0
2014-08-18,0,4,4,4,0,1,-2,-3,1,0,0,11,9,3,0,3,2,-1,4,0,0,1,0,3,0,0,0,0,2,3,1,2,6,0,0,0,4,2,-2,0,1,1,1,2,0,0,-4,-1,-3,1
2014-08-19,-3,5,4,2,0,2,0,6,2,1,0,2,5,69,0,4,2,2,0,0,0,3,1,12,1,0,0,0,0,3,1,-2,-1,2,0,0,2,5,5,2,0,0,0,0,-1,5,4,1,4,1
2014-08-20,1,8,1,13,1,3,1,-1,1,0,4,4,3,18,0,0,3,3,1,0,1,3,4,0,1,0,0,0,2,2,2,0,2,1,1,0,1,3,-3,0,0,0,0,0,1,0,3,2,-2,3
2014-08-21,6,3,1,53,0,2,0,5,-1,3,2,6,3,7,0,8,3,14,2,0,3,2,5,0,1,2,0,1,0,2,4,2,3,0,0,0,-1,-1,3,0,0,-1,1,0,0,0,3,9,4,4
2014-08-22,-3,2,3,16,1,1,2,6,1,3,3,9,-1,1,0,7,1,5,4,0,2,-1,-1,7,2,0,0,0,0,-3,7,0,0,3,0,1,2,10,3,1,0,0,0,0,1,-2,7,0,3,-2
2014-08-23,0,1,-1,1,0,-1,0,4,1,0,0,0,1,2,0,0,0,2,-1,0,2,0,1,-1,0,1,0,0,0,0,2,2,0,-1,2,0,-1,-1,2,0,0,0,0,0,0,0,-1,2,0,2
2014-08-24,-2,1,2,0,0,0,0,-1,0,0,1,0,0,-1,0,1,0,0,-1,0,1,2,-1,1,1,1,0,0,1,0,4,2,-1,0,0,1,0,2,-1,0,0,0,0,0,0,0,1,0,0,1
2014-08-25,1,5,9,13,1,1,0,12,-1,-1,2,8,5,4,0,2,1,10,3,0,1,2,4,2,0,0,0,-1,0,-1,13,3,2,-1,0,0,0,2,0,-2,0,0,0,0,2,3,5,-3,0,4
2014-08-26,4,13,-2,10,0,-2,2,0,1,0,-3,3,-3,-1,0,1,-1,2,5,0,0,1,-1,5,0,-1,0,0,0,0,7,-3,-1,0,0,0,2,4,4,1,0,0,0,0,0,2,2,1,1,-1
2014-08-27,2,1,11,8,-1,1,-2,1,1,0,3,3,3,3,0,4,2,-3,0,-1,1,1,5,1,1,-1,0,0,-1,-2,3,3,2,0,1,0,2,0,14,0,2,0,0,0,0,4,4,1,2,6
2014-08-28,4,5,0,-5,2,0,1,-2,3,0,2,0,1,1,0,4,1,-8,3,0,-1,1,6,2,0,1,0,-1,0,1,0,4,1,0,0,0,0,1,2,0,0,0,0,0,-1,-2,2,1,-2,1
2014-08-29,0,0,9,4,-1,0,0,-2,0,0,1,2,2,6,0,2,3,-5,3,0,-2,0,-4,3,0,2,1,1,0,-2,2,5,2,1,-1,0,0,2,1,1,0,0,0,0,-1,-1,2,-1,6,2
2014-08-30,0,-1,0,1,0,-1,0,1,0,0,0,1,2,2,0,1,1,0,0,0,1,2,2,1,1,1,0,0,1,0,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,3,2,1,1
2014-08-31,0,0,3,1,0,-1,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,3,0,1,-1,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0
2014-09-01,0,0,-1,1,0,0,0,2,1,0,0,-1,0,-2,0,1,0,1,1,0,0,5,-1,0,0,-1,0,0,1,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,0,0,4,2,0,-1,1
2014-09-02,1,3,9,5,-1,0,0,-3,2,0,2,5,6,-23,0,4,1,-1,2,0,1,10,11,1,0,1,0,-1,8,-5,5,-2,1,1,-1,0,0,7,3,1,0,1,0,0,0,5,1,1,0,2
2014-09-03,-1,3,3,2,0,1,0,7,1,-1,1,8,1,-8,0,-1,2,6,6,1,0,3,1,3,1,2,0,0,0,-2,4,-1,0,1,0,0,2,6,4,2,0,0,0,0,-1,8,0,1,1,1
2014-09-04,3,2,9,-6,1,-13,3,3,2,2,-3,0,0,-8,0,5,5,0,0,0,2,1,-3,1,-1,10,0,0,-1,-3,2,1,4,1,0,-2,-3,3,-1,0,0,0,1,1,-2,5,1,-1,7,-2
2014-09-05,-4,4,44,5,-1,6,0,7,0,2,1,4,4,5,0,0,-2,-1,0,1,0,1,1,1,0,-1,0,0,0,2,1,2,2,0,0,1,2,1,2,-1,1,0,0,0,1,0,-2,1,3,1
2014-09-06,1,-3,2,0,0,0,0,1,1,0,0,1,0,3,0,0,2,0,0,0,1,3,-1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,-1,-1,2
2014-09-07,0,2,16,0,3,0,0,1,0,0,0,7,0,1,0,1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,-2,3,1,0,0,0,0,0,0,0,0,-1,1,0
2014-09-08,0,9,43,1,0,-2,0,1,0,0,1,3,6,-5,0,1,4,-2,3,1,0,2,3,4,2,1,-1,0,2,3,2,2,3,3,0,1,-1,5,4,0,0,2,1,1,0,4,1,-2,1,0
2014-09-09,-1,9,38,4,1,-1,1,3,3,0,-2,2,-2,-4,0,-4,3,-2,0,0,2,6,1,4,0,2,0,0,3,1,3,3,3,1,0,0,-1,8,3,1,1,1,1,1,1,5,7,-2,8,1
2014-09-10,1,1,47,16,2,1,0,7,0,0,0,4,-1,-2,0,4,7,7,4,0,0,13,10,0,2,4,0,0,2,1,2,3,6,0,0,0,1,1,5,0,0,1,-1,0,1,16,-2,0,1,1
2014-09-11,0,5,23,13,0,-2,-1,-2,-1,1,4,6,-1,0,0,0,-2,0,2,1,1,9,-7,3,2,0,-1,0,0,0,4,2,1,2,0,1,5,3,6,-1,0,0,0,0,2,-1,4,-2,-1,8
2014-09-12,2,4,35,12,-1,-2,0,4,0,0,2,2,-1,0,0,0,6,1,1,0,0,-4,5,3,0,1,0,0,2,1,1,4,-1,1,0,1,3,8,8,-1,-3,0,0,0,0,4,11,-1,-1,-4
2014-09-13,1,-1,23,7,-1,0,-1,2,0,1,1,4,0,-3,0,3,1,3,0,0,0,2,5,2,0,-1,0,1,1,0,2,-1,1,0,0,0,1,1,1,0,0,-1,0,0,0,1,1,0,3,0
2014-09-14,0,0,24,1,0,0,0,1,1,0,0,4,-1,0,0,5,-1,2,1,0,0,2,1,0,0,0,0,0,1,1,3,0,-1,1,0,0,-1,0,6,0,0,0,0,0,0,1,2,-4,0,1
2014-09-15,1,5,62,10,-1,2,7,5,-1,1,0,-1,4,2,0,8,1,0,0,0,0,-2,6,0,6,0,0,-1,-1,2,6,5,2,2,0,0,1,10,9,-1,0,1,0,0,4,8,3,1,3,3
2014-09-16,2,2,67,7,-1,1,0,0,-3,1,5,-1,3,-1,0,4,1,5,1,0,1,6,1,5,-1,0,0,0,0,3,9,-1,8,-1,1,0,5,5,3,0,0,0,0,-1,1,6,3,4,0,6
2014-09-17,2,9,40,-5,0,-1,4,3,-2,0,-1,1,2,4,0,5,7,3,-3,0,0,7,-3,1,-2,0,0,2,4,1,8,1,1,0,0,0,0,4,11,-1,1,0,0,-1,0,7,9,5,-3,0
2014-09-18,0,6,132,10,-1,-2,1,4,1,-1,1,1,3,-9,0,0,2,9,1,0,5,10,2,-1,4,2,0,0,-1,23,4,1,0,1,-1,1,2,2,4,1,-1,0,-1,0,2,5,5,8,1,2
2014-09-19,0,-5,183,17,0,2,-3,3,0,2,-1,3,-1,-7,0,2,5,8,1,0,0,-1,3,1,2,-1,0,0,2,-2,10,0,2,-1,0,0,-1,1,8,0,-1,-1,0,0,3,4,7,3,2,1
2014-09-20,0,-2,43,6,1,0,0,0,1,-1,1,-7,1,2,0,-1,4,0,1,0,1,2,0,0,0,0,0,0,0,5,3,0,1,3,0,0,0,0,-1,0,0,0,0,0,0,0,-3,1,1,-1
2014-09-21,0,-1,32,4,0,0,0,-1,1,0,-1,-3,0,0,0,3,-1,-1,0,0,0,1,-2,1,-1,-2,0,0,0,-5,1,-1,0,0,0,0,0,4,1,0,0,0,0,0,1,1,2,1,1,-1
2014-09-22,1,2,29,12,2,1,0,4,1,0,5,1,2,3,0,0,-2,2,1,0,1,0,0,2,1,4,1,2,0,-1,2,4,3,4,0,0,3,-1,5,1,0,1,0,0,2,3,1,3,6,6
2014-09-23,3,2,20,8,2,0,0,3,3,-1,1,5,4,2,0,-2,2,0,4,0,0,0,6,2,-1,3,0,0,0,-2,3,-1,-1,-1,0,0,4,-3,8,2,1,1,0,1,0,0,1,1,5,-2
2014-09-24,3,-1,57,23,6,0,0,-1,1,0,3,2,13,-3,0,0,3,1,0,0,3,-1,7,0,4,1,0,0,0,6,4,3,-3,2,0,0,5,3,0,0,0,0,-1,0,2,1,2,3,7,0
2014-09-25,-3,6,63,9,1,-2,0,-1,0,-2,-4,2,1,-1,0,-6,3,2,2,0,-1,2,4,-2,0,0,0,0,2,2,3,2,4,0,0,1,5,-2,2,0,1,-1,0,0,2,-1,0,-1,2,6
2014-09-26,-1,2,31,-2,0,-5,-1,8,0,0,-2,2,3,1,0,-1,-2,1,1,1,0,-3,-1,1,1,-1,0,1,1,3,-1,0,2,2,-1,0,-1,6,0,1,0,0,0,0,3,-2,-2,4,2,-1
2014-09-27,-5,-1,20,1,-1,0,-1,0,0,0,2,4,2,3,0,0,3,0,1,0,-1,-1,1,0,-1,-1,0,0,0,0,8,-2,-1,-2,0,1,2,4,1,1,1,1,0,0,1,0,-1,0,3,2
2014-09-28,0,2,1,3,0,0,0,1,0,1,1,1,0,-1,0,2,1,1,5,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,8,1,6,1,0,0,0,0,0,0,1,1,0,1
2014-09-29,-1,6,23,8,8,-1,-2,0,1,0,2,7,4,-3,0,-2,3,11,0,0,0,7,2,1,0,3,0,1,0,1,2,2,2,0,0,0,1,4,5,3,0,0,0,0,-1,4,3,1,2,2
2014-09-30,2,1,17,10,0,2,0,0,0,2,-3,1,7,1,0,5,1,2,6,0,0,0,0,0,1,-2,0,1,1,7,3,-1,1,-2,0,-2,0,5,3,-1,1,0,1,1,-1,-2,11,-3,8,2
2014-10-01,3,-2,19,1,-1,0,-8,-5,1,2,2,-3,0,3,0,-1,-1,-3,8,0,0,-2,-1,1,1,-2,0,-2,-1,2,1,-4,1,0,0,1,4,9,6,3,1,0,-1,1,2,-1,-3,1,0,-3
2014-10-02,1,2,40,8,1,0,-1,3,0,0,0,2,-3,3,0,4,-2,-8,8,0,-1,3,-4,0,2,3,0,0,-1,-2,12,1,0,2,-1,-2,-1,0,4,2,0,0,0,0,0,-1,5,2,2,-2
2014-10-03,2,2,31,30,1,-1,0,2,0,0,-2,5,-1,4,0,-5,1,-1,1,0,1,4,2,4,1,-1,0,0,1,-9,11,-2,6,1,0,-1,2,6,5,-3,-2,0,2,0,0,-1,3,6,7,1
2014-10-04,0,0,0,4,-1,0,1,1,0,1,1,-1,1,3,0,-3,0,2,2,0,-1,-1,-1,1,0,-1,0,0,-1,0,3,0,-1,1,0,0,3,1,-2,-1,0,2,0,0,2,2,-4,3,3,-1
2014-10-05,-1,1,14,1,0,2,1,-1,0,0,-5,3,2,1,0,-1,2,3,1,0,0,1,2,0,0,0,0,0,0,0,0,-2,-1,0,0,0,1,1,2,0,1,-1,0,0,0,0,-4,2,4,-5
2014-10-06,0,2,3,3,6,0,0,2,1,1,-2,0,2,1,0,0,3,0,6,0,0,0,0,1,3,-2,0,0,0,3,10,4,-2,1,1,0,0,0,5,1,0,0,0,0,1,-2,8,2,9,-1
2014-10-07,7,1,7,3,2,1,1,3,0,0,-3,1,5,1,0,2,-1,4,6,0,2,2,-6,1,-3,0,0,0,1,2,16,3,1,-2,0,-1,2,2,1,0,-1,0,1,0,0,0,2,-1,5,2
2014-10-08,4,1,5,-15,0,-2,1,-2,0,1,-1,3,10,0,0,1,3,-2,2,0,1,-2,2,0,1,1,0,-1,1,-1,21,-2,-1,0,0,3,-1,0,0,0,0,1,0,0,0,1,0,5,3,-5
2014-10-09,7,5,56,24,1,0,0,-7,0,4,-2,10,4,0,0,0,5,0,10,0,0,1,1,1,1,6,0,0,-1,1,106,4,-3,4,0,0,-1,-1,3,3,0,0,-2,1,0,1,1,-1,1,-1
2014-10-10,3,0,11,-7,1,2,-1,0,2,8,-2,5,6,10,0,4,2,6,11,0,0,0,2,0,11,0,0,-1,1,0,27,0,6,6,-1,0,0,1,5,1,1,0,0,0,1,1,2,-3,15,-4
2014-10-11,0,0,-7,-2,1,0,1,-2,1,1,-5,4,2,1,0,1,1,-1,-2,0,0,1,0,0,2,0,0,0,0,-1,10,-1,1,0,0,-1,0,0,0,0,0,-1,0,0,5,1,-1,1,1,-4
2014-10-12,1,1,1,-2,0,1,0,4,0,-1,-2,-1,2,4,0,1,1,1,1,0,0,1,0,-1,1,-1,0,0,0,0,7,2,-3,1,0,0,-1,-1,1,0,0,1,0,0,0,1,1,4,4,3
2014-10-13,3,3,6,0,0,1,2,3,0,4,-3,-1,7,2,0,2,8,5,3,0,0,0,1,1,-1,-4,0,1,-1,-2,14,1,1,-3,0,-1,-5,3,4,1,2,0,0,0,2,2,1,0,0,-5
2014-10-14,0,-1,-14,7,0,2,2,7,0,2,-3,1,5,2,0,2,12,-6,-3,0,0,3,-3,0,-2,5,0,1,2,1,7,2,1,0,0,0,-1,2,-1,0,0,1,0,0,0,3,-8,-2,-1,-1
2014-10-15,-1,0,27,25,0,4,-1,1,1,-1,-4,1,6,-2,0,4,7,-2,4,0,0,2,-1,0,2,2,0,0,1,2,13,-7,3,3,0,3,5,3,7,-1,0,-1,0,1,2,4,4,1,6,4
2014-10-16,-1,1,33,0,1,1,0,2,0,0,1,-2,3,0,0,-2,-2,3,0,0,0,4,0,-1,1,0,0,0,1,0,3,-3,1,5,3,1,8,0,2,4,2,5,0,2,10,3,1,7,-3,4
2014-10-17,0,1,27,22,1,-6,0,5,-1,-1,-2,2,19,2,0,-1,0,12,0,0,1,1,-2,-1,1,-3,0,0,0,1,6,-7,0,1,0,1,9,2,3,1,-1,0,0,0,9,0,0,2,2,-2
2014-10-18,0,0,-3,0,0,2,0,2,0,0,0,1,4,0,0,1,0,-1,1,0,0,3,0,0,1,2,0,0,-1,0,2,1,-1,0,0,3,-1,1,-1,0,0,0,0,0,0,1,1,2,-1,1
2014-10-19,1,1,-2,-1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,4,0,0,-1,2,0,0,1,0,0,-1,1,2,0,-3,2,0,0,3,2,0,0,1,0,0,0,3,0,-1,1,-1,0
2014-10-20,1,3,12,8,1,2,-3,1,0,4,0,2,5,3,0,-58,0,5,6,0,0,6,3,0,1,3,0,1,0,0,10,2,4,-1,1,0,3,2,1,0,-3,0,0,0,2,4,3,9,4,0
2014-10-21,1,4,51,11,0,-1,2,3,-1,2,0,9,2,-5,0,-46,3,2,13,0,0,0,-18,1,4,0,0,0,1,1,7,-2,7,2,0,6,8,2,5,-2,-10,0,0,0,3,-2,13,3,0,1
2014-10-22,0,34,42,-5,0,-2,0,-3,0,5,-1,4,5,3,0,3,7,-4,1,0,-3,2,-6,-6,3,1,0,0,-2,1,3,2,-1,2,0,2,4,1,-2,-5,1,0,0,0,3,5,1,-3,5,0
2014-10-23,2,5,42,-1,1,-3,-1,-5,2,-1,0,6,2,3,0,-2,5,3,9,0,0,2,1,0,2,0,1,0,1,-2,3,3,0,1,0,0,0,-1,-6,1,0,0,-1,-4,0,2,1,2,-4,0
2014-10-24,0,2,107,-4,7,-1,-2,1,-1,0,3,2,2,2,0,-5,6,0,8,0,1,1,-6,0,1,2,0,-1,1,-2,18,2,13,0,0,0,2,-1,-1,-1,1,0,1,0,0,0,-1,-2,-4,3
2014-10-25,1,1,7,1,0,1,0,3,0,0,1,2,0,4,0,2,2,2,-1,0,0,-1,3,0,1,1,0,0,0,0,2,2,2,0,1,0,0,1,1,0,1,0,-1,-1,4,1,1,0,1,2
2014-10-26,0,1,9,0,0,-1,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,1,-1,0
2014-10-27,12,3,68,7,-1,-2,-1,1,0,-1,1,0,1,4,0,2,0,3,4,0,3,-1,2,0,0,5,0,0,2,4,2,-2,2,4,0,0,-2,4,2,1,-2,0,0,0,0,2,4,3,2,-6
2014-10-28,4,-1,78,8,0,6,0,0,-1,-3,0,6,6,-3,0,3,0,4,-1,0,1,1,0,-2,4,-1,0,0,2,0,4,11,1,1,2,0,7,0,-4,-1,1,-1,-1,0,0,3,1,3,6,-1
2014-10-29,1,4,87,18,0,2,0,-3,0,-3,-3,-4,1,0,0,6,-1,-2,2,0,0,3,-1,-2,-1,1,0,0,1,0,2,2,-2,1,0,1,4,6,6,1,0,0,1,0,-2,13,3,3,3,1
2014-10-30,0,-1,41,11,9,2,0,-10,2,2,3,0,0,6,0,2,7,2,4,-1,0,31,3,2,9,4,0,-1,1,-1,4,2,4,1,-1,1,4,3,2,1,0,1,1,1,1,35,-1,2,2,0
2014-10-31,1,-1,22,-2,4,0,-4,3,4,-3,3,0,0,0,0,-5,0,0,4,0,0,3,0,-1,5,-1,0,2,0,1,6,1,2,4,0,1,-2,1,2,1,0,2,0,0,4,14,1,-3,6,15
2014-11-01,0,0,12,1,1,-1,-1,1,0,1,0,0,2,4,0,1,-3,1,0,0,0,1,1,0,1,0,0,0,0,0,2,-1,0,0,0,0,0,1,1,0,0,-1,0,0,2,2,1,-1,-1,2
2014-11-02,2,1,21,2,-1,0,1,0,0,1,1,3,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,2,1,4
2014-11-03,0,1,116,6,-2,3,-1,-6,0,2,3,1,5,-1,0,1,3,-15,8,-1,0,3,-4,0,2,-2,1,-1,3,2,3,-1,5,3,-2,1,-1,4,0,2,-1,0,0,0,3,2,-2,-1,4,1
2014-11-04,3,2,236,8,-2,3,1,2,1,10,1,2,2,1,0,0,-3,-3,0,0,0,-1,0,3,-1,-1,-1,0,1,2,1,2,2,0,0,0,-3,4,3,0,1,1,0,0,1,2,1,5,5,4
2014-11-05,2,2,177,4,0,0,1,-4,1,4,3,5,4,1,0,4,3,-2,7,0,1,5,3,2,3,0,0,-1,0,1,9,1,7,-2,-1,1,1,-2,2,3,0,0,-1,-1,1,9,0,1,3,3
2014-11-06,2,4,144,-6,-1,1,0,-5,0,5,0,26,8,-1,0,-1,1,-1,5,0,0,2,0,4,0,0,0,-1,0,2,9,1,2,1,0,1,7,1,2,-1,0,0,1,0,2,6,4,4,5,1
2014-11-07,3,1,156,4,0,1,-2,-1,0,-1,-1,8,6,-10,0,5,2,-5,1,0,1,1,3,1,0,-1,2,0,0,3,6,2,-1,0,0,0,3,0,1,0,1,0,0,0,1,0,1,-2,4,1
2014-11-08,-1,1,39,2,2,0,0,2,0,1,0,5,2,2,0,0,2,1,2,0,0,2,1,0,0,0,0,1,-1,0,1,0,0,-1,0,1,-1,0,0,1,0,0,0,0,1,1,-1,1,1,2
2014-11-09,0,2,6,2,1,-1,0,2,0,0,0,4,0,-1,0,0,0,1,1,0,0,-1,1,2,0,-1,0,0,0,2,0,0,-2,0,0,0,2,0,1,0,0,0,0,0,0,-1,-1,0,0,-1
2014-11-10,-2,4,109,8,1,1,0,5,0,0,-1,13,6,3,0,17,3,0,1,0,-1,3,0,0,-1,1,-1,1,0,1,2,6,-2,-1,0,1,2,-1,1,1,1,3,1,0,4,3,1,2,-2,6
2014-11-11,-1,-3,220,10,2,1,0,2,0,6,1,7,-1,2,0,1,0,4,1,0,2,-2,-1,1,1,-4,0,0,2,2,0,4,0,0,0,0,0,7,3,1,0,1,1,1,0,0,0,0,1,0
2014-11-12,3,0,262,9,1,-2,1,2,0,1,-1,4,6,3,0,-11,1,-5,-5,0,1,-4,-5,0,-2,3,0,0,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,7,7,1,-4,0
2014-11-13,1,1,173,11,-1,6,3,5,0,4,-1,9,3,5,0,0,3,2,1,0,0,0,3,1,0,4,0,1,0,0,8,4,0,1,0,1,8,-2,4,-1,0,1,0,0,2,1,5,1,37,2
2014-11-14,2,7,29,3,0,-1,2,-2,0,0,-2,3,3,-1,0,0,3,2,6,0,0,-1,1,0,-1,1,0,0,1,-4,10,-2,5,-2,0,1,5,2,3,1,0,0,0,0,1,6,5,-4,13,-1
2014-11-15,0,7,7,4,1,1,1,-1,0,0,-1,7,-2,5,0,1,4,-1,0,0,0,1,0,0,-2,-1,0,0,1,-1,5,1,3,-2,0,0,1,2,4,0,0,0,0,1,-3,1,0,1,0,2
2014-11-16,4,0,8,5,2,1,1,0,1,0,-1,0,0,-1,0,1,0,-1,1,0,0,0,-4,0,1,3,0,0,0,3,1,3,2,1,0,0,0,2,3,1,0,0,1,1,0,-2,2,0,-2,-1
2014-11-17,28,4,39,5,1,2,1,14,0,3,0,2,5,5,0,4,2,3,2,0,0,1,0,4,3,-2,0,0,1,4,5,-6,3,2,0,0,-3,0,4,1,0,0,0,0,-1,1,3,2,7,4
2014-11-18,11,8,46,-9,0,0,3,-8,0,0,0,0,2,19,0,5,1,-7,-4,0,0,2,0,6,0,4,1,0,-1,1,3,5,1,0,0,2,0,5,4,1,-1,1,0,-1,0,1,2,4,6,-1
2014-11-19,-1,6,95,4,0,1,5,1,1,0,0,2,5,8,0,-7,1,-3,5,0,1,-1,4,4,0,3,2,0,-1,0,4,-2,-1,1,0,0,0,3,2,1,0,0,0,1,2,4,10,4,18,-2
2014-11-20,2,5,67,4,0,5,-1,7,0,-1,3,8,0,1,0,-12,2,1,4,0,-1,1,3,3,-1,-1,0,0,0,0,7,3,0,-2,0,-1,4,11,2,-1,0,0,0,0,1,1,1,4,5,6
2014-11-21,2,3,52,0,1,-1,0,-7,0,0,1,13,4,5,0,3,0,-6,3,0,0,3,5,1,-4,0,0,0,2,-1,6,-2,3,-3,0,-3,-4,7,1,1,0,0,0,0,2,3,5,2,5,4
2014-11-22,-1,1,-4,2,0,2,0,2,1,1,0,-3,0,4,0,1,0,3,-1,0,0,0,2,1,0,0,0,0,1,0,1,1,0,1,0,0,2,1,-1,1,0,0,0,0,1,0,1,0,-1,0
2014-11-23,-1,0,11,0,0,0,1,-1,0,0,2,0,1,1,0,1,0,0,1,0,0,3,7,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,-1,1,0,0,0,0,0,4,2,-2,0,3
2014-11-24,0,6,138,2,2,2,-2,3,1,3,0,7,3,0,0,-3,1,0,2,0,-1,1,4,0,3,14,0,0,-1,0,9,3,-1,0,0,2,2,-5,-9,5,0,0,0,2,0,5,-3,0,-1,1
2014-11-25,0,2,70,8,0,0,1,5,0,0,3,8,2,5,0,3,-2,2,3,0,1,5,5,1,2,1,0,0,0,-1,6,-1,1,3,0,-1,0,2,-3,3,-1,0,1,2,-1,5,-1,-1,2,2
2014-11-26,0,-4,38,1,-1,1,0,3,-1,1,3,19,5,-2,0,0,2,2,3,-2,2,1,0,2,-1,1,0,1,0,-2,6,-4,3,-1,0,-1,4,1,0,1,0,1,0,0,1,-1,5,2,5,1
2014-11-27,0,3,12,-2,1,0,1,1,0,1,-3,-1,0,1,0,-2,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,5,0,0,0,-1,0,-1,0,2,0,1,0,0,0,0,0,1,0,5,-3
2014-11-28,1,4,-2,4,0,9,0,-1,0,1,-9,12,0,1,0,3,2,1,3,0,-1,2,4,0,0,-2,0,0,-1,-3,17,-1,2,0,0,0,0,0,1,0,-9,1,0,0,2,0,1,2,16,-4
2014-11-29,0,0,15,2,0,0,0,0,0,0,4,0,-1,4,0,0,0,-1,1,0,0,3,1,0,0,0,0,1,0,0,2,0,1,0,0,0,2,2,0,-2,0,-1,0,0,1,0,1,4,2,5
2014-11-30,0,4,12,-1,0,-1,1,-1,0,1,1,4,0,3,0,0,1,0,1,0,0,-3,-1,1,2,-1,0,0,0,0,4,1,5,2,1,0,-1,0,2,2,2,0,1,1,0,0,0,0,0,3
2014-12-01,-1,2,-19,6,2,-3,0,0,0,0,-9,17,3,2,0,-10,1,-2,4,0,0,1,0,1,3,1,0,2,0,1,2,2,2,-1,-2,0,2,2,0,0,0,-1,0,0,1,10,0,3,2,-5
2014-12-02,2,0,60,11,1,-2,0,4,0,2,2,13,8,1,0,-1,2,-5,6,0,1,12,4,-1,3,1,0,0,4,-1,13,5,4,2,0,1,4,-2,6,1,0,3,0,0,2,6,2,3,7,2
2014-12-03,1,2,62,-4,0,4,-1,11,0,3,-1,7,2,5,0,-1,2,-5,1,0,5,5,0,0,2,3,1,-1,0,1,6,1,4,0,1,0,4,-2,1,0,3,1,0,0,10,1,3,-1,1,5
2014-12-04,0,4,26,5,4,0,2,-3,0,2,-5,26,5,5,0,21,1,5,6,-1,1,2,2,1,-1,3,0,-1,0,0,3,-1,6,1,1,3,3,-4,0,1,0,0,0,0,2,3,7,0,5,-2
2014-12-05,-2,2,34,40,1,2,0,7,0,1,-5,9,4,12,0,10,9,7,4,0,-2,3,1,1,0,0,0,0,0,-1,9,-2,4,0,0,3,2,0,2,0,0,0,1,1,0,-1,2,-3,5,-1
2014-12-06,0,2,10,2,2,0,0,-2,0,2,0,9,1,2,0,-2,2,1,1,0,1,1,0,1,1,1,0,0,-2,1,3,1,0,1,0,0,1,-1,1,0,0,0,0,-1,1,2,2,1,2,1
2014-12-07,0,0,-2,-2,3,-1,0,0,0,0,-1,7,0,0,0,0,3,3,0,0,0,1,-1,0,0,1,0,0,0,0,0,3,0,0,-1,0,2,0,1,0,-1,0,0,0,0,0,4,4,1,-1
2014-12-08,0,2,10,17,6,-8,1,6,0,0,-3,10,2,10,0,3,10,9,7,0,2,3,-23,2,0,25,0,0,1,1,1,0,1,-2,0,0,-3,-1,5,1,0,1,0,0,2,6,1,-3,1,-9
2014-12-09,2,5,111,24,0,-1,0,13,0,2,8,10,2,0,0,-2,1,7,1,0,0,2,6,0,0,3,0,0,2,0,2,-1,3,1,0,0,2,3,6,2,-1,1,1,0,-1,5,17,3,3,6
2014-12-10,-1,3,23,13,2,4,-1,2,0,3,-3,-3,3,1,0,1,-5,9,1,0,-2,1,-1,1,1,0,0,0,-1,0,3,0,0,0,-2,2,1,0,7,1,-2,1,1,0,-1,1,0,3,7,4
2014-12-11,1,2,53,15,1,2,-1,4,0,2,2,1,9,4,0,5,-4,7,8,0,1,1,3,1,0,-1,0,0,0,-2,8,1,1,0,0,2,-4,1,3,0,0,1,0,0,2,12,3,2,10,19
2014-12-12,1,1,35,-1,1,4,1,8,0,0,6,8,5,-1,0,-11,0,-2,1,0,0,-4,3,2,0,5,0,0,0,3,2,1,3,0,0,1,-2,2,-2,-1,2,0,0,1,0,-2,6,6,7,1
2014-12-13,0,-1,3,-1,0,-4,-1,-3,0,-1,-1,-1,4,3,0,1,0,-2,0,0,0,-4,4,0,0,0,0,0,0,1,1,1,0,0,-1,0,4,1,4,0,-1,0,0,-1,1,-2,0,-3,0,3
